Season,Garden,Variety,Clump,Ear,Condition,Rows,Ear weight,Cob weight,Kernel weight
2016,PLC,Hopi Blue,7,2,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,7,2,Partial,12,8.3,6.6,1.700000000000001
2016,PLC,Hopi Blue,7,2,Sparse,8,5,4.3,0.7000000000000002
2016,PLC,Hopi Blue,7,3,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,7,3,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,7,3,Immature,NA,1.6,1.6,0
2016,PLC,Hopi Blue,7,4,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,7,5,Full,10,49.6,10.3,39.3
2016,PLC,Hopi Blue,7,6,Immature,NA,0.4,0.4,0
2016,PLC,Hopi Blue,8,1,Immature,NA,0.8,0.8,0
2016,PLC,Hopi Blue,8,2,Immature,NA,0.6,0.6,0
2016,PLC,Hopi Blue,9,1,Immature,NA,1.9,1.9,0
2016,PLC,Hopi Blue,9,1,Immature,NA,0.9,0.9,0
2016,PLC,Hopi Blue,9,1,Immature,NA,0.5,0.5,0
2016,PLC,Hopi Blue,9,1,Immature,NA,0.2,0.2,0
2016,PLC,Hopi Blue,9,1,Immature,NA,0.8,0.8,0
2016,PLC,Hopi Blue,9,1,Partial,10,24.4,9.2,15.2
2016,PLC,Hopi Blue,9,2,Immature,NA,0.9,0.9,0
2016,PLC,Hopi Blue,9,2,Immature,NA,1.9,1.9,0
2016,PLC,Hopi Blue,9,2,Sparse,NA,8.8,5.8,3.000000000000001
2016,PLC,Hopi Blue,9,2,NA,NA,0.1,0.1,0
2016,PLC,Hopi Blue,10,1,Full,12,72.8,16.3,56.5
2016,PLC,Hopi Blue,10,1,Full,16,28.5,5.9,22.6
2016,PLC,Hopi Blue,10,1,Full,14,27.8,5.7,22.1
2016,PLC,Hopi Blue,10,1,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,10,1,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,10,1,Immature,NA,0.2,0.2,0
2016,PLC,Hopi Blue,10,1,Sparse,12,5.1,1.5,3.5999999999999996
2016,PLC,Hopi Blue,10,2,Full,14,67.7,13.7,54
2016,PLC,Hopi Blue,10,2,Full,12,38.9,11.6,27.299999999999997
2016,PLC,Hopi Blue,10,2,Immature,NA,0.6,0.6,0
2016,PLC,Hopi Blue,10,2,Immature,NA,0.2,0.2,0
2016,PLC,Hopi Blue,10,2,Partial,12,29.5,8.9,20.6
2016,PLC,Hopi Blue,10,3,Immature,NA,0.7,0.7,0
2016,PLC,Hopi Blue,10,3,NA,NA,0.1,0.1,0
2016,PLC,Hopi Blue,10,4,Immature,NA,0.6,0.6,0
2016,PLC,Hopi Blue,10,4,Immature,NA,0.2,0.2,0
2016,PLC,Hopi Blue,10,5,Sparse,8,13,9.8,3.1999999999999993
2016,PLC,Hopi Blue,11,1,Full,10,31.1,9.4,21.700000000000003
2016,PLC,Hopi Blue,11,1,Full,12,62.7,16.4,46.3
2016,PLC,Hopi Blue,11,1,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,11,1,Partial,12,48,16.9,31.1
2016,PLC,Hopi Blue,11,1,Partial,12,44.4,22.9,21.5
2016,PLC,Hopi Blue,11,1,Sparse,10,6.3,6,0.2999999999999998
2016,PLC,Hopi Blue,11,2,Full,12,60.6,10.9,49.7
2016,PLC,Hopi Blue,11,2,Full,12,35,16.3,18.7
2016,PLC,Hopi Blue,11,2,Immature,NA,0.3,0.3,0
2016,PLC,Hopi Blue,11,2,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,11,2,Partial,10,17.6,4.9,12.7
2016,PLC,Hopi Blue,11,3,Full,10,29.4,11.4,18
2016,PLC,Hopi Blue,12,1,Full,1,81,21.5,59.5
2016,PLC,Hopi Blue,12,1,Full,12,47.8,15.3,32.5
2016,PLC,Hopi Blue,12,1,Full,12,55.6,12.5,43.1
2016,PLC,Hopi Blue,12,1,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,12,1,Immature,NA,0.3,0.3,0
2016,PLC,Hopi Blue,12,2,Full,14,40.3,15.1,25.199999999999996
2016,PLC,Hopi Blue,12,2,Immature,0,0.3,0.3,0
2016,PLC,Hopi Blue,12,2,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,12,3,Sparse,8,1.2,1.1,0.09999999999999988
2016,PLC,Hopi Blue,12,7,Full,16,108.9,26.5,82.4
2016,PLC,Hopi Blue,13,1,Full,12,55.1,10.8,44.3
2016,PLC,Hopi Blue,13,1,Full,10,37,7.6,29.4
2016,PLC,Hopi Blue,13,1,Immature,NA,1.7,1.7,0
2016,PLC,Hopi Blue,13,1,Immature,NA,2.1,2.1,0
2016,PLC,Hopi Blue,13,1,Partial,12,24.4,5.3,19.1
2016,PLC,Hopi Blue,13,1,Partial,8,10.6,5.6,5
2016,PLC,Hopi Blue,13,1,Sparse,10,7.8,4.7,3.0999999999999996
2016,PLC,Hopi Blue,13,2,Full,10,66.6,15.1,51.49999999999999
2016,PLC,Hopi Blue,13,2,Immature,NA,2.8,2.8,0
2016,PLC,Hopi Blue,13,2,Immature,NA,0.8,0.8,0
2016,PLC,Hopi Blue,13,2,Immature,NA,0.3,0.3,0
2016,PLC,Hopi Blue,14,1,Full,12,54.4,17.1,37.3
2016,PLC,Hopi Blue,14,1,Full,14,22.7,5.3,17.4
2016,PLC,Hopi Blue,14,1,Full,12,24.9,7.1,17.799999999999997
2016,PLC,Hopi Blue,14,1,Immature,NA,0.3,0.3,0
2016,PLC,Hopi Blue,14,1,Immature,NA,0.7,0.7,0
2016,PLC,Hopi Blue,14,1,Partial,12,16.8,5.9,10.9
2016,PLC,Hopi Blue,14,1,Partial,10,17.7,9.2,8.5
2016,PLC,Hopi Blue,14,2,Immature,NA,0.7,0.7,0
2016,PLC,Hopi Blue,14,2,Immature,NA,0.3,0.3,0
2016,PLC,Hopi Blue,15,1,Full,12,67.7,11.7,56
2016,PLC,Hopi Blue,15,1,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,15,1,Immature,NA,3.6,3.2,0.3999999999999999
2016,PLC,Hopi Blue,15,1,Immature,NA,0.5,0.5,0
2016,PLC,Hopi Blue,15,1,Immature,NA,1,1,0
2016,PLC,Hopi Blue,15,1,Immature,NA,0.3,0.3,0
2016,PLC,Hopi Blue,15,1,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,15,1,Partial,12,32.5,10.4,22.1
2016,PLC,Hopi Blue,15,2,Immature,NA,0.2,0.2,0
2016,PLC,Hopi Blue,15,2,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,15,2,Immature,NA,0.2,0.2,0
2016,PLC,Hopi Blue,15,2,Partial,10,28.1,11.6,16.5
2016,PLC,Hopi Blue,15,2,NA,NA,0.5,0.5,0
2016,PLC,Hopi Blue,16,1,Full,12,60.1,13.1,47
2016,PLC,Hopi Blue,16,1,Full,12,46.8,11,35.8
2016,PLC,Hopi Blue,16,1,Full,12,61.9,14.6,47.3
2016,PLC,Hopi Blue,16,1,Full,12,46.6,11.1,35.5
2016,PLC,Hopi Blue,16,1,Immature,NA,3.5,3.5,0
2016,PLC,Hopi Blue,16,1,Partial,12,40.8,16.7,24.1
2016,PLC,Hopi Blue,16,2,Full,14,67.1,18.6,48.49999999999999
2016,PLC,Hopi Blue,16,2,Immature,NA,0.3,0.3,0
2016,PLC,Hopi Blue,16,2,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,16,2,Immature,NA,0.2,0.2,0
2016,PLC,Hopi Blue,16,2,Partial,12,11.8,4.5,7.300000000000001
2016,PLC,Hopi Blue,17,1,Full,12,81.4,15.2,66.2
2016,PLC,Hopi Blue,17,1,Full,12,78.2,14,64.2
2016,PLC,Hopi Blue,17,1,Full,12,89.1,22.94017380408628,66.15982619591371
2016,PLC,Hopi Blue,17,1,Full,10,45.9,11.817665293014144,34.082334706985854
2016,PLC,Hopi Blue,17,1,Full,10,78.2,16.6,61.6
2016,PLC,Hopi Blue,17,1,Immature,NA,7,7,0
2016,PLC,Hopi Blue,17,1,Partial,12,26.9,9.8,17.099999999999998
2016,PLC,Hopi Blue,17,1,Partial,10,41.8,12.3,29.499999999999996
2016,PLC,Hopi Blue,17,1,Sparse,10,4.2,4,0.20000000000000015
2016,PLC,Hopi Blue,17,2,Partial,10,38.1,12.7,25.4
2016,PLC,Hopi Blue,18,1,Full,16,85.2,28.3,56.900000000000006
2016,PLC,Hopi Blue,18,1,Full,14,35.5,12.5,23
2016,PLC,Hopi Blue,18,1,Partial,14,21.5,5.4,16.1
2016,PLC,Hopi Blue,18,1,Partial,14,33.1,11.6,21.5
2016,PLC,Hopi Blue,18,1,Partial,8,28.5,6.8,21.7
2016,PLC,Hopi Blue,18,1,Partial,10,60.1,18,42.1
2016,PLC,Hopi Blue,18,1,Partial,NA,6.2,5.3,0.9000000000000004
2016,PLC,Hopi Blue,18,2,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,18,2,Immature,NA,0.7,0.7,0
2016,PLC,Hopi Blue,18,2,Sparse,NA,3.7,3.2,0.5
2016,PLC,Hopi Blue,19,1,Full,10,43.1,7.4,35.7
2016,PLC,Hopi Blue,19,1,Full,10,40.2,7.5,32.7
2016,PLC,Hopi Blue,19,1,Immature,NA,2.2,2.2,0
2016,PLC,Hopi Blue,19,1,Partial,8,36.9,8.9,28
2016,PLC,Hopi Blue,19,2,Full,8,28.4,6.5,21.9
2016,PLC,Hopi Blue,20,1,Full,12,46.9,13.3,33.599999999999994
2016,PLC,Hopi Blue,20,1,Full,14,18.4,4.9,13.499999999999998
2016,PLC,Hopi Blue,20,1,Full,8,7.2,1.5,5.7
2016,PLC,Hopi Blue,20,1,Full,10,29,6,23
2016,PLC,Hopi Blue,20,1,Full,10,40.7,8.7,32
2016,PLC,Hopi Blue,20,1,Full,12,20.3,3.9,16.400000000000002
2016,PLC,Hopi Blue,20,1,Partial,10,29.1,6,23.1
2016,PLC,Hopi Blue,20,2,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,21,1,Full,12,50,10.3,39.7
2016,PLC,Hopi Blue,21,1,Full,12,35.5,7.1,28.4
2016,PLC,Hopi Blue,21,1,Full,12,65.5,11.7,53.8
2016,PLC,Hopi Blue,21,1,Immature,NA,1.4,1.4,0
2016,PLC,Hopi Blue,21,1,Partial,14,42.3,21,21.299999999999997
2016,PLC,Hopi Blue,21,1,Sparse,NA,5.1,4.3,0.7999999999999998
2016,PLC,Hopi Blue,21,2,Full,16,42.9,6.9,36
2016,PLC,Hopi Blue,21,2,Full,10,35.5,18.5,17
2016,PLC,Hopi Blue,21,2,Full,12,68.8,13.6,55.2
2016,PLC,Hopi Blue,21,2,Immature,NA,0.4,0.4,0
2016,PLC,Hopi Blue,21,3,Full,12,21.2,4.1,17.1
2016,PLC,Hopi Blue,22,1,Full,12,23.3,4.3,19
2016,PLC,Hopi Blue,22,1,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,22,1,Immature,NA,1,1,0
2016,PLC,Hopi Blue,22,1,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,22,1,Sparse,NA,8.7,6.7,1.9999999999999991
2016,PLC,Hopi Blue,22,2,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,23,1,Full,10,20.3,6.5,13.8
2016,PLC,Hopi Blue,23,1,Full,8,33.6,10.1,23.5
2016,PLC,Hopi Blue,23,1,Immature,NA,0.9,0.9,0
2016,PLC,Hopi Blue,23,1,Partial,10,30,8.7,21.3
2016,PLC,Hopi Blue,23,1,Partial,12,14.1,6.6,7.5
2016,PLC,Hopi Blue,23,1,Partial,14,49.1,13.3,35.8
2016,PLC,Hopi Blue,23,1,Sparse,10,5.5,4.3,1.2000000000000002
2016,PLC,Hopi Blue,23,2,Immature,NA,0.4,0.4,0
2016,PLC,Hopi Blue,23,2,Immature,NA,0.3,0.3,0
2016,PLC,Hopi Blue,23,2,Immature,NA,0.7,0.7,0
2016,PLC,Hopi Blue,23,2,Immature,NA,0.2,0.2,0
2016,PLC,Hopi Blue,23,2,Sparse,10,2.9,2.4,0.5
2016,PLC,Hopi Blue,23,3,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,24,1,Full,10,27.6,10.6,17
2016,PLC,Hopi Blue,24,1,Immature,NA,1.9,1.9,0
2016,PLC,Hopi Blue,24,1,Partial,14,41.4,11.2,30.2
2016,PLC,Hopi Blue,24,1,Partial,12,25.6,6.6,19
2016,PLC,Hopi Blue,24,1,Sparse,12,12.8,4.7,8.100000000000001
2016,PLC,Hopi Blue,24,2,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,24,2,Immature,NA,1.1,1.1,0
2016,PLC,Hopi Blue,25,1,Full,8,10.5,3.7,6.8
2016,PLC,Hopi Blue,25,1,Full,10,20.1,6.1,14.000000000000002
2016,PLC,Hopi Blue,25,1,Full,14,11.4,4.9,6.5
2016,PLC,Hopi Blue,25,1,Immature,NA,1.2,1.2,0
2016,PLC,Hopi Blue,25,1,Immature,NA,0.3,0.3,0
2016,PLC,Hopi Blue,25,1,Sparse,12,9,6.9,2.0999999999999996
2016,PLC,Hopi Blue,25,2,Partial,10,12.1,6.2,5.8999999999999995
2016,PLC,Hopi Blue,26,1,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,26,1,Immature,NA,0.1,0.1,0
2016,PLC,Hopi Blue,26,1,Immature,NA,0.5,0.5,0
2016,PLC,Hopi Blue,26,1,Immature,NA,1.8,1.8,0
2016,PLC,Hopi Blue,26,1,Immature,NA,0.2,0.2,0
2016,PLC,Hopi Blue,26,1,Partial,10,10.4,4,6.4
2016,PLC,Hopi Blue,26,1,Sparse,10,10.8,10.3,0.5
2016,PLC,Hopi Blue,26,1,Sparse,NA,2.5,2.4,0.10000000000000007
2016,PLC,Hopi Blue,26,2,Immature,NA,1,1,0
2016,PLC,Hopi Blue,26,2,Partial,8,8.8,1.8,7.000000000000001
2016,PLC,Hopi Blue,27,1,Immature,NA,1.7,1.7,0
2016,PLC,Hopi Blue,27,1,Immature,NA,0.7,0.7,0
2016,PLC,Hopi Blue,27,1,Sparse,12,4.6,2.4,2.1999999999999997
2016,PLC,Hopi Blue,27,1,Sparse,10,1.3,1,0.30000000000000004
2016,PLC,Hopi Blue,27,2,Full,10,23.4,7.4,15.999999999999998
2016,PLC,Hopi Blue,27,2,Partial,8,16.5,6.8,9.7
2016,PLC,Hopi Blue,27,2,Partial,10,18.4,8,10.4
2016,PLC,Hopi Blue,28,1,Full,10,30.7,8.1,22.6
2016,PLC,Hopi Blue,28,1,Immature,NA,0.9,0.9,0
2016,PLC,Hopi Blue,28,1,Partial,12,24.6,8.2,16.400000000000002
2016,PLC,Hopi Blue,28,2,Immature,NA,0.8,0.8,0
2016,POG,Hopi White,1,1,Immature,NA,0.1,0.1,0
2016,POG,Hopi White,1,1,Immature,NA,1.4,1.4,0
2016,POG,Hopi White,1,1,Immature,NA,4.3,4.3,0
2016,POG,Hopi White,1,1,Sparse,10,7.8,4.3,3.5
2016,POG,Hopi White,1,1,Sparse,10,7.5,4.4,3.0999999999999996
2016,POG,Hopi White,1,2,Immature,NA,1.3,1.3,0
2016,POG,Hopi White,1,2,Immature,NA,0.1,0.1,0
2016,POG,Hopi White,1,2,Immature,NA,0.3,0.3,0
2016,POG,Hopi White,1,2,Partial,12,22.5,10,12.5
2016,POG,Hopi White,1,3,Immature,NA,0.3,0.3,0
2016,POG,Hopi White,2,1,Immature,NA,0.8,0.8,0
2016,POG,Hopi White,2,1,Immature,NA,0.4,0.4,0
2016,POG,Hopi White,2,1,Sparse,10,6.8,5.8,1
2016,POG,Hopi White,2,1,Sparse,NA,3.6,3.3,0.30000000000000027
2016,POG,Hopi White,2,1,Sparse,NA,1.7,1.4,0.30000000000000004
2016,POG,Hopi White,2,2,Immature,NA,0.4,0.4,0
2016,POG,Hopi White,3,1,Full,14,70.7,27.10649070510372,43.593509294896286
2016,POG,Hopi White,3,1,Full,10,6.6,4.1,2.5
2016,POG,Hopi White,3,1,Full,10,34.3,12,22.299999999999997
2016,POG,Hopi White,3,1,Immature,NA,1.7,1.7,0
2016,POG,Hopi White,3,1,Partial,10,6.8,3.5,3.3
2016,POG,Hopi White,3,1,Sparse,10,7.5,6.7,0.7999999999999998
2016,POG,Hopi White,3,1,Sparse,12,8.2,7.5,0.6999999999999993
2016,POG,Hopi White,3,1,Sparse,10,8.8,6.2,2.6000000000000005
2016,POG,Hopi White,3,2,Immature,NA,2.1,2.1,0
2016,POG,Hopi White,3,2,Immature,NA,0.5,0.5,0
2016,POG,Hopi White,4,1,Immature,NA,0.8,0.8,0
2016,POG,Hopi White,4,2,Immature,NA,0.5,0.5,0
2016,POG,Hopi White,5,1,Immature,NA,0.5,0.5,0
2016,POG,Hopi White,5,2,Immature,NA,1,1,0
2016,POG,Hopi White,5,3,Immature,NA,0.8,0.8,0
2016,POG,Hopi White,6,1,Immature,NA,1,1,0
2016,POG,Hopi White,6,1,Immature,NA,1,1,0
2016,POG,Hopi White,6,1,Immature,NA,1,1,0
2016,POG,Hopi White,6,1,Sparse,NA,5.9,5,0.9000000000000004
2016,POG,Hopi White,6,2,Immature,NA,0.5,0.5,0
2016,POG,Hopi White,7,1,Immature,NA,0.9,0.9,0
2016,POG,Hopi White,7,1,Immature,NA,0.1,0.1,0
2016,POG,Hopi White,7,1,Immature,NA,0.1,0.1,0
2016,POG,Hopi White,7,1,Sparse,NA,7.6,4.8,2.8
2016,POG,Hopi White,7,1,Sparse,8,13,6.9,6.1
2016,POG,Hopi White,7,1,Sparse,NA,2.4,2,0.3999999999999999
2016,POG,Hopi White,7,2,Immature,NA,0.1,0.1,0
2016,POG,Hopi White,7,2,Immature,NA,0.2,0.2,0
2016,POG,Hopi White,7,2,Immature,NA,0.9,0.9,0
2016,POG,Hopi White,7,3,Sparse,12,12.8,9.3,3.5
2016,POG,Hopi White,8,1,Full,14,120,36.6,83.4
2016,POG,Hopi White,8,1,Partial,8,5.4,3.7,1.7000000000000002
2016,POG,Hopi White,8,1,Partial,12,26.8,15.9,10.9
2016,POG,Hopi White,8,1,Sparse,12,14.8,11,3.8000000000000007
2016,POG,Hopi White,8,1,Sparse,10,10.6,5.9,4.699999999999999
2016,POG,Hopi White,8,1,Sparse,14,14.2,13.5,0.6999999999999993
2016,POG,Hopi White,8,2,Immature,NA,0.7,0.7,0
2016,POG,Hopi White,8,2,Immature,NA,1.4,1.4,0
2016,POG,Hopi White,8,2,Sparse,12,13.3,12.7,0.6000000000000014
2016,POG,Hopi White,9,1,Immature,NA,1.3,1.3,0
2016,POG,Hopi White,9,1,Immature,NA,2.5,2.5,0
2016,POG,Hopi White,9,1,Immature,NA,0.9,0.9,0
2016,POG,Hopi White,9,1,Partial,10,21.9,9.2,12.7
2016,POG,Hopi White,9,1,Sparse,10,10.9,6.2,4.7
2016,POG,Hopi White,9,2,Partial,12,35.2,14.6,20.6
2016,POG,Hopi White,9,2,Sparse,NA,1.7,1.3,0.3999999999999999
2016,POG,Hopi White,10,1,Immature,NA,1.7,1.7,0
2016,POG,Hopi White,10,1,Immature,NA,0.4,0.4,0
2016,POG,Hopi White,10,1,Partial,12,24.9,12,12.9
2016,POG,Hopi White,10,1,Partial,8,10.9,5.1,5.800000000000001
2016,POG,Hopi White,10,1,Sparse,NA,5.2,4.8,0.4000000000000003
2016,POG,Hopi White,10,1,Sparse,10,7.8,4,3.8
2016,POG,Hopi White,10,1,Sparse,NA,4.5,4,0.5
2016,POG,Hopi White,10,2,Partial,12,56.1,18.3,37.8
2016,POG,Hopi White,10,2,Sparse,NA,4,2.7,1.2999999999999998
2016,POG,Hopi White,10,3,Immature,NA,0.4,0.4,0
2016,POG,Hopi White,11,1,Partial,10,13.2,7.5,5.699999999999999
2016,POG,Hopi White,11,1,Sparse,8,4.6,3.9,0.6999999999999997
2016,POG,Hopi White,11,1,Sparse,12,10.9,9.1,1.8000000000000007
2016,POG,Hopi White,11,1,Sparse,10,12.8,8.7,4.100000000000001
2016,POG,Hopi White,11,1,Sparse,10,10.9,7.4,3.5
2016,POG,Hopi White,11,2,Immature,NA,1.8,1.8,0
2016,POG,Hopi White,11,2,Partial,12,11.6,5.8,5.8
2016,POG,Hopi White,12,1,Immature,NA,1.2,1.2,0
2016,POG,Hopi White,12,1,Immature,NA,1.7,1.7,0
2016,POG,Hopi White,12,1,Partial,10,19.5,10.9,8.6
2016,POG,Hopi White,12,1,Partial,10,23.5,11.3,12.2
2016,POG,Hopi White,12,2,Immature,10,0.9,0.9,0
2016,POG,Hopi White,12,2,Immature,NA,0.9,0.9,0
2016,POG,Hopi White,12,2,Sparse,10,3.7,3.1,0.6000000000000001
2016,POG,Hopi White,13,1,Full,12,49.5,21.5,28
2016,POG,Hopi White,13,1,Full,12,48.7,19.6,29.1
2016,POG,Hopi White,13,1,Immature,NA,1.3,1.3,0
2016,POG,Hopi White,13,1,Partial,12,25.7,12,13.7
2016,POG,Hopi White,13,1,Partial,16,19.3,10.4,8.9
2016,POG,Hopi White,13,2,Full,12,48.9,18.1,30.799999999999997
2016,POG,Hopi White,13,2,Full,12,35.6,15.2,20.4
2016,POG,Hopi White,13,2,Full,18,71.2,19.8,51.400000000000006
2016,POG,Hopi White,14,1,Immature,NA,0.5,0.5,0
2016,POG,Hopi White,14,1,Immature,NA,0.5,0.5,0
2016,POG,Hopi White,14,1,Immature,NA,1.6,1.6,0
2016,POG,Hopi White,14,1,Immature,NA,0.8,0.8,0
2016,POG,Hopi White,14,1,Immature,NA,4.2,4.2,0
2016,POG,Hopi White,14,1,Immature,NA,5.5,5.5,0
2016,POG,Hopi White,14,2,Full,12,76.2,29.8,46.400000000000006
2016,POG,Hopi White,14,2,Partial,12,27.9,10.5,17.4
2016,POG,Hopi White,14,2,Partial,10,15,7.9,7.1
2016,POG,Hopi White,14,2,Sparse,10,18.3,12.3,6
2016,POG,Hopi White,14,2,Sparse,10,12.8,8.1,4.700000000000001
2016,POG,Hopi White,14,3,Immature,NA,0.4,0.4,0
2016,POG,Hopi White,15,1,Immature,NA,0.2,0.2,0
2016,POG,Hopi White,15,1,Immature,NA,0.2,0.2,0
2016,POG,Hopi White,15,1,Immature,NA,1.6,1.6,0
2016,POG,Hopi White,15,1,Immature,NA,1.4,1.4,0
2016,POG,Hopi White,15,1,Sparse,8,13.9,7.1,6.800000000000001
2016,POG,Hopi White,15,2,Partial,12,24.4,10.7,13.7
2016,POG,Hopi White,15,2,Sparse,NA,6.1,4,2.0999999999999996
2016,POG,Hopi White,15,3,Sparse,8,7.5,6.1,1.4000000000000004
2016,POG,Hopi White,16,1,Immature,NA,0.7,0.7,0
2016,POG,Hopi White,16,1,Immature,NA,0.2,0.2,0
2016,POG,Hopi White,16,1,Immature,NA,0.6,0.6,0
2016,POG,Hopi White,16,1,Partial,10,14.5,10,4.5
2016,POG,Hopi White,16,2,Immature,NA,0.4,0.4,0
2016,POG,Hopi White,18,1,Full,10,34.5,11.5,23
2016,POG,Hopi White,18,1,Immature,NA,5.8,5.8,0
2016,POG,Hopi White,18,1,Immature,NA,5.6,5.6,0
2016,POG,Hopi White,18,1,Immature,NA,2.2,2.2,0
2016,POG,Hopi White,18,1,Immature,NA,0.1,0.1,0
2016,POG,Hopi White,18,1,Partial,12,19.6,9.4,10.2
2016,POG,Hopi White,18,1,Partial,10,23.4,13.7,9.7
2016,POG,Hopi White,18,1,Sparse,16,15.5,8.1,7.4
2016,POG,Hopi White,18,2,Immature,NA,0.4,0.4,0
2016,POG,Hopi White,18,2,Immature,NA,0.2,0.2,0
2016,POG,Hopi White,18,2,Immature,NA,0.2,0.2,0
2016,POG,Hopi White,18,2,Immature,NA,2.2,2.2,0
2016,POG,Hopi White,18,2,Partial,12,30,10.7,19.3
2016,POG,Hopi White,19,1,Full,14,78.1,20.7,57.39999999999999
2016,POG,Hopi White,19,1,Immature,NA,4.2,4.2,0
2016,POG,Hopi White,19,1,Partial,10,17.8,7.6,10.2
2016,POG,Hopi White,19,1,Sparse,8,18.8,7.1,11.7
2016,POG,Hopi White,19,1,Sparse,NA,6.1,5.8,0.2999999999999998
2016,POG,Hopi White,19,2,Full,14,45.9,14.6,31.299999999999997
2016,POG,Hopi White,19,2,Immature,NA,1,1,0
2016,POG,Hopi White,19,2,Immature,NA,0.5,0.5,0
2016,POG,Hopi White,19,2,Sparse,NA,7.6,6,1.5999999999999996
2016,POG,Hopi White,20,1,Immature,NA,0.3,0.3,0
2016,POG,Hopi White,20,1,Immature,NA,0.8,0.8,0
2016,POG,Hopi White,20,1,Partial,10,31.4,11.8,19.6
2016,POG,Hopi White,20,1,Partial,12,40.2,16.4,23.800000000000004
2016,POG,Hopi White,20,1,Sparse,10,9.6,5.2,4.3999999999999995
2016,POG,Hopi White,20,1,Sparse,14,8.9,6.3,2.6000000000000005
2016,POG,Hopi White,20,1,Sparse,NA,1.5,1,0.5
2016,POG,Hopi White,20,1,Sparse,12,16,7.5,8.5
2016,POG,Hopi White,20,2,Immature,NA,0.2,0.2,0
2016,POG,Hopi White,20,2,Immature,NA,0.4,0.4,0
2016,POG,Hopi White,20,3,Sparse,8,10.4,6.7,3.7
2016,POG,Hopi White,21,1,Immature,NA,2.7,2.7,0
2016,POG,Hopi White,21,1,Immature,NA,0.3,0.3,0
2016,POG,Hopi White,21,2,Immature,NA,1.4,1.4,0
2016,POG,Hopi White,22,1,Full,10,30.9,10,20.9
2016,POG,Hopi White,22,1,Immature,NA,0.6,0.6,0
2016,POG,Hopi White,22,1,Immature,NA,0.5,0.5,0
2016,POG,Hopi White,22,1,Sparse,10,6.7,5.4,1.2999999999999998
2016,POG,Hopi White,22,1,Sparse,10,10.5,7.1,3.4000000000000004
2016,POG,Hopi White,22,1,Sparse,NA,1.6,0.4,1.2000000000000002
2016,POG,Hopi White,22,2,Immature,NA,0.1,0.1,0
2016,POG,Hopi White,23,1,Full,6,3.1,1.7,1.4
2016,POG,Hopi White,23,1,Immature,NA,0.2,0.2,0
2016,POG,Hopi White,23,1,Immature,NA,0.2,0.2,0
2016,POG,Hopi White,23,1,Immature,NA,0.2,0.2,0
2016,POG,Hopi White,23,1,Partial,12,20.1,9.5,10.6
2016,POG,Hopi White,23,1,Sparse,NA,4.3,3.9,0.3999999999999999
2016,POG,Hopi White,23,1,Sparse,8,11.2,6.4,4.799999999999999
2016,POG,Hopi White,23,2,Immature,NA,0.3,0.3,0
2016,POG,Hopi White,23,2,Immature,NA,3.7,3.7,0
2016,POG,Hopi White,23,2,Immature,NA,0.3,0.3,0
2016,POG,Hopi White,23,3,Immature,NA,1.2,1.2,0
2016,POG,Hopi White,24,1,Immature,NA,1,1,0
2016,POG,Hopi White,24,1,Immature,NA,2,2,0
2016,POG,Hopi White,24,1,Immature,NA,0.3,0.3,0
2016,POG,Hopi White,24,1,Immature,NA,0.1,0.1,0
2016,POG,Hopi White,24,2,Immature,NA,0.8,0.8,0
2016,POG,Hopi White,25,1,Immature,NA,0.1,0.1,0
2017,CDG,Hopi White,1,1,Full,14,93.5,21.420413309041976,72.07958669095802
2017,CDG,Hopi White,1,1,Full,10,41.8,14.5,27.299999999999997
2017,CDG,Hopi White,1,1,Partial,8,7.9,4.4,3.5
2017,CDG,Hopi White,1,1,Partial,12,46.1,12.6,33.5
2017,CDG,Hopi White,1,2,Immature,NA,1.2,1.2,0
2017,CDG,Hopi White,2,1,Full,12,64.4,16.2,48.2
2017,CDG,Hopi White,2,1,Full,14,128.4,32,96.4
2017,CDG,Hopi White,2,1,Full,2,154.1,38.5,115.6
2017,CDG,Hopi White,2,1,Full,12,77.5,15.7,61.8
